Id,MSSubClass,LotArea,BldgType,OverallCond,TotalBsmtSF,SalePrice
705,190,5600,2fmCon,5,0,55000
706,20,115149,1Fam,5,1643,302000
707,120,6240,TwnhsE,5,1324,254000
708,60,9018,1Fam,5,728,179540
709,20,7162,1Fam,7,876,109900
710,30,4130,1Fam,6,270,52000
711,50,8712,1Fam,7,859,102776
712,120,4671,TwnhsE,5,1228,189000
713,190,9873,2fmCon,5,960,129000
714,60,13517,1Fam,8,725,130500
715,20,10140,1Fam,5,1064,165000
716,70,10800,1Fam,8,718,159500
717,20,10000,1Fam,6,1176,157000
718,60,10542,1Fam,5,1311,341000
719,20,9920,1Fam,6,971,128500
720,120,6563,1Fam,5,1742,275000
721,120,4426,TwnhsE,5,848,143000
722,20,8120,1Fam,7,864,124500
723,50,8172,1Fam,6,941,135000
724,20,13286,1Fam,5,1698,320000
725,20,6960,1Fam,6,864,120500
726,20,21695,1Fam,9,880,222000
727,20,7314,1Fam,5,1232,194500
728,90,11475,Duplex,5,1584,110000
729,30,6240,1Fam,5,780,103000
730,120,5389,TwnhsE,5,1595,236500
731,80,9590,1Fam,5,868,187500
732,60,11404,1Fam,5,1153,222500
733,20,10000,1Fam,6,864,131400
734,20,8978,1Fam,5,948,108000
735,75,10800,1Fam,7,880,163000
736,90,8544,Duplex,4,0,93500
737,60,10463,1Fam,5,893,239900
738,90,10800,Duplex,5,1200,179000
739,60,9313,1Fam,5,864,190000
740,70,9600,1Fam,7,264,132000
741,20,6768,1Fam,8,912,142000
742,20,8450,1Fam,5,1349,179000
743,80,12886,1Fam,6,520,175000
744,120,5395,TwnhsE,5,1337,180000
745,60,8963,1Fam,9,1142,299800
746,60,8795,1Fam,5,952,236000
747,70,11700,1Fam,7,1240,265979
748,20,10593,1Fam,5,1720,260400
749,50,8405,1Fam,3,0,98000
750,50,8800,1Fam,7,576,96500
751,60,7750,1Fam,5,660,162000
752,20,9236,1Fam,5,1479,217000
753,60,10240,1Fam,5,1030,275500
754,20,7930,1Fam,8,1026,156000
755,160,3230,TwnhsE,5,729,172500
756,60,10769,1Fam,5,866,212000
757,60,11616,1Fam,5,672,158900
758,160,2280,Twnhs,5,744,179400
759,60,12257,1Fam,5,1318,290000
760,20,9100,1Fam,6,864,127500
761,30,6911,1Fam,5,1145,100000
762,60,8640,1Fam,5,756,215200
763,60,9430,1Fam,5,1252,337000
764,120,9549,TwnhsE,5,1494,270000
765,20,14587,1Fam,5,1498,264132
766,60,10421,1Fam,5,980,196500
767,50,12508,1Fam,7,983,160000
768,20,9100,1Fam,5,1860,216837
769,60,53504,1Fam,5,1650,538000
770,85,7252,1Fam,5,858,134900
771,20,8877,1Fam,5,836,102000
772,80,7819,1Fam,5,1029,107000
773,20,10150,1Fam,5,912,114500
774,20,14226,1Fam,5,1935,395000
775,120,4500,TwnhsE,5,1204,162000
776,20,11210,1Fam,5,1614,221500
777,20,13350,1Fam,5,864,142500
778,90,8400,Duplex,5,0,144000
779,90,10530,Duplex,5,975,135000
780,20,7875,1Fam,5,1237,176000
781,60,7153,1Fam,5,761,175900
782,20,16285,1Fam,5,1413,187100
783,85,9101,1Fam,6,1097,165500
784,75,6300,1Fam,6,742,128000
785,20,9790,1Fam,5,1372,161500
786,50,10800,1Fam,6,686,139000
787,60,10142,1Fam,5,956,233000
788,20,6000,1Fam,7,901,107900
789,60,12205,1Fam,8,832,187500
790,120,3182,TwnhsE,5,1145,160200
791,80,11333,1Fam,5,1029,146800
792,60,9920,1Fam,5,1117,269790
793,20,9158,1Fam,5,1496,225000
794,60,10832,1Fam,5,712,194500
795,60,8400,1Fam,6,650,171000
796,20,8197,1Fam,5,660,143500
797,20,7677,1Fam,5,773,110000
798,60,13518,1Fam,5,1926,485000
799,50,7200,1Fam,7,731,175000
800,60,12798,1Fam,5,616,200000
801,30,4800,1Fam,7,1196,109900
802,60,8199,1Fam,5,728,189000
803,60,13891,1Fam,5,1734,582933
804,20,9000,1Fam,5,936,118000
805,20,12274,1Fam,5,1417,227680
806,80,9750,1Fam,5,980,135500
807,70,21384,1Fam,6,1324,223500
808,80,13400,1Fam,5,1024,159950
809,75,8100,1Fam,5,849,106000
810,20,10140,1Fam,6,1040,181000
811,120,4438,TwnhsE,5,848,144500
812,20,8712,1Fam,5,540,55993
813,20,9750,1Fam,6,1442,157900
814,50,8248,1Fam,7,686,116000
815,20,12137,1Fam,5,1649,224900
816,20,11425,1Fam,6,1008,137000
817,20,13265,1Fam,5,1568,271000
818,80,8816,1Fam,7,1010,155000
819,120,6371,TwnhsE,5,1358,224000
820,60,7226,1Fam,5,798,183000
821,20,6000,2fmCon,4,936,93000
822,60,12394,1Fam,5,847,225000
823,50,9900,1Fam,7,778,139500
824,20,11216,1Fam,5,1489,232600
825,20,14803,1Fam,5,2078,385000
826,45,6130,1Fam,6,784,109500
827,20,8529,1Fam,5,1454,189000
828,60,28698,1Fam,5,1013,185000
829,160,2544,Twnhs,5,600,147400
830,20,11900,1Fam,5,1392,166000
831,160,3180,TwnhsE,5,600,151000
832,60,9548,1Fam,6,941,237000
833,20,10004,1Fam,6,1516,167000
834,20,7875,1Fam,6,1144,139950
835,20,9600,1Fam,7,1067,128000
836,30,8100,1Fam,6,1559,153500
837,160,1680,Twnhs,5,483,100000
838,20,9525,1Fam,6,1099,144000
839,50,11767,1Fam,6,768,130500
840,70,12155,1Fam,8,672,140000
841,70,10440,1Fam,8,650,157500
842,80,9020,1Fam,7,1127,174900
843,90,8000,Duplex,4,1800,141000
844,50,12665,1Fam,8,876,153900
845,85,16647,1Fam,5,1390,171000
846,60,9317,1Fam,5,740,213000
847,20,15523,1Fam,6,864,133500
848,50,45600,1Fam,8,907,240000
849,80,9600,1Fam,7,528,187000
850,120,4435,TwnhsE,5,848,131500
851,120,3196,TwnhsE,5,1273,215000
852,75,7128,1Fam,5,918,164000
853,80,12095,1Fam,6,1127,158000
854,20,17920,1Fam,4,1763,170000
855,20,6897,1Fam,8,1040,127000
856,80,10970,1Fam,6,940,147000
857,60,8125,1Fam,5,702,174000
858,20,10400,1Fam,5,1090,152000
859,60,11029,1Fam,7,1054,250000
860,50,7642,1Fam,8,912,189950
861,190,11625,2fmCon,4,1039,131500
862,20,9672,1Fam,5,1040,152000
863,20,7931,1Fam,5,1148,132500
864,20,8640,1Fam,5,1372,250580
865,20,8750,1Fam,6,1002,148500
866,20,10656,1Fam,5,1638,248900
867,20,6970,1Fam,5,1040,129000
868,60,14762,1Fam,6,0,169000
869,60,9938,1Fam,5,1050,236000
870,20,6600,1Fam,5,894,109500
871,60,8750,1Fam,5,804,200500
872,20,8892,1Fam,7,105,116000
873,40,12144,1Fam,7,832,133000
874,50,5720,1Fam,6,676,66500
875,60,9000,1Fam,5,1184,303477
876,20,25286,1Fam,5,1064,132250
877,60,8834,1Fam,5,1462,350000
878,85,11782,1Fam,7,1109,148000
879,20,7000,1Fam,8,864,136500
880,20,7024,1Fam,5,1090,157000
881,50,13758,1Fam,5,1156,187500
882,60,9636,1Fam,5,808,178000
883,75,6204,1Fam,5,795,118500
884,20,7150,1Fam,5,892,100000
885,120,5119,TwnhsE,5,1698,328900
886,90,8393,Duplex,5,1626,145000
887,50,16466,1Fam,7,816,135500
888,20,15865,1Fam,6,2217,268000
889,20,12160,1Fam,4,1505,149500
890,50,8064,1Fam,7,672,122900
891,60,11184,1Fam,5,918,172500
892,20,8414,1Fam,8,1059,154500
893,20,13284,1Fam,5,1383,165000
894,90,7018,Duplex,5,0,118858
895,60,7056,1Fam,5,780,140000
896,30,8765,1Fam,6,951,106500
897,90,7018,Duplex,5,0,142953
898,20,12919,1Fam,5,2330,611657
899,20,6993,1Fam,7,912,135000
900,20,7340,1Fam,6,858,110000
901,20,8712,1Fam,7,992,153000
902,60,7875,1Fam,5,783,180000
903,20,14859,1Fam,5,1670,240000
904,20,6173,1Fam,6,876,125500
905,20,9920,1Fam,5,1056,128000
906,20,13501,1Fam,5,1623,255000
907,50,11500,1Fam,7,1017,250000
908,20,8885,1Fam,5,864,131000
909,60,12589,1Fam,5,742,174000
910,90,11600,Duplex,5,1105,154300
911,20,9286,1Fam,7,1268,143500
912,30,6120,1Fam,7,768,88000
913,90,6270,Duplex,6,1001,145000
914,160,3000,TwnhsE,5,612,173733
915,160,2001,Twnhs,5,546,75000
916,20,9000,1Fam,3,480,35311
917,20,17140,1Fam,6,1134,135000
918,60,13125,1Fam,5,1104,238000
919,20,11029,1Fam,8,1184,176500
920,60,8462,1Fam,5,928,201000
921,90,8777,Duplex,7,1272,145900
922,20,10237,1Fam,5,1316,169990
923,120,8012,TwnhsE,5,1604,193000
924,20,10240,1Fam,6,1686,207500
925,20,15611,1Fam,6,1126,175000
926,60,11999,1Fam,5,1181,285000
927,60,9900,1Fam,5,832,176000
928,20,11838,1Fam,5,1753,236500
929,60,13006,1Fam,5,964,222000
930,20,8925,1Fam,5,1466,201000
931,20,9100,1Fam,6,925,117500
932,20,11670,1Fam,5,1905,320000
933,20,8487,1Fam,5,1500,190000
934,20,27650,1Fam,7,585,242000
935,30,5825,1Fam,5,600,79900
936,20,10083,1Fam,5,1176,184900
937,60,9675,1Fam,5,1113,253000
938,60,8760,1Fam,5,1391,239799
939,70,24090,1Fam,7,1032,244400
940,90,12640,Duplex,5,1728,150900
941,60,8755,1Fam,5,992,214000
942,90,7711,Duplex,3,1440,150000
943,90,25000,Duplex,4,1632,143000
944,20,14375,1Fam,6,819,137500
945,50,8820,1Fam,6,1088,124900
946,80,8163,1Fam,6,1144,143000
947,20,14536,1Fam,5,1616,270000
948,60,14006,1Fam,5,936,192500
949,20,9360,1Fam,7,1161,197500
950,20,7200,1Fam,8,864,129000
951,20,7800,1Fam,5,828,119900
952,85,7200,1Fam,8,768,133900
953,60,11075,1Fam,4,784,172000
954,90,9400,Duplex,5,945,127500
955,90,7136,Duplex,6,979,145000
956,160,1300,TwnhsE,6,561,124000
957,20,7420,1Fam,5,1057,132000
958,20,8450,1Fam,5,1337,185000
959,160,2572,Twnhs,5,696,155000
960,20,7207,1Fam,7,858,116500
961,60,12227,1Fam,7,1330,272000
962,160,2308,TwnhsE,6,804,155000
963,20,11923,1Fam,5,1800,239000
964,60,11316,1Fam,5,817,214900
965,60,10237,1Fam,5,783,178900
966,50,9600,1Fam,7,728,160000
967,20,7390,1Fam,7,1098,135000
968,50,5925,1Fam,6,600,37900
969,190,10382,2fmCon,5,588,140000
970,50,10800,1Fam,4,720,135000
971,160,2268,Twnhs,5,764,173000
972,120,7892,TwnhsE,5,918,99500
973,20,11639,1Fam,5,1428,182000
974,70,11414,1Fam,8,728,167500
975,160,2651,Twnhs,5,673,165000
976,30,5900,1Fam,7,440,85500
977,120,4274,TwnhsE,5,1241,199900
978,20,9450,1Fam,5,894,110000
979,20,8816,1Fam,6,1121,139000
980,85,12122,1Fam,9,944,178400
981,60,12203,1Fam,5,1225,336000
982,20,3182,1Fam,5,1266,159895
983,60,11250,1Fam,5,1128,255900
984,90,10125,Duplex,5,0,126000
985,190,10880,2fmCon,5,1164,125000
986,50,5310,1Fam,8,485,117000
987,20,10159,1Fam,5,1930,395192
988,60,12046,1Fam,6,848,195000
989,60,8125,1Fam,5,770,197000
990,60,9452,1Fam,5,1396,348000
991,70,17671,1Fam,9,916,168000
992,60,9760,1Fam,8,822,187000
993,60,8846,1Fam,5,750,173900
994,20,12456,1Fam,5,1700,337500
995,50,4712,1Fam,7,747,121600
996,20,10659,1Fam,6,1050,136500
997,20,11717,1Fam,6,1442,185000
998,30,9786,1Fam,4,1007,91000
999,20,6762,1Fam,5,1187,206000
1000,20,10206,1Fam,3,0,82000
1001,30,5400,1Fam,6,691,86000
1002,20,11957,1Fam,5,1574,232000
1003,90,11500,Duplex,6,1680,136905
1004,120,3182,TwnhsE,5,1346,181000
1005,80,8385,1Fam,8,985,149900
1006,20,12155,1Fam,3,1657,163500
1007,160,2217,TwnhsE,4,546,88000
1008,20,12118,1Fam,5,1710,240000
1009,50,6000,1Fam,5,1008,102000
1010,50,21286,1Fam,5,720,135000
1011,90,9825,Duplex,5,0,100000
1012,70,10592,1Fam,7,602,165000
1013,30,7200,1Fam,4,1022,85000
1014,20,11664,1Fam,5,1082,119200
1015,60,8400,1Fam,6,810,227000
1016,20,11883,1Fam,5,1504,203000
1017,120,5814,TwnhsE,5,1220,187500
1018,80,10784,1Fam,5,384,160000
1019,120,3013,TwnhsE,5,1362,213490
1020,20,7024,1Fam,5,1132,176000
1021,20,7406,1Fam,5,1199,194000
1022,50,9439,1Fam,5,912,87000
1023,120,3182,TwnhsE,5,1346,191000
1024,20,15498,1Fam,6,1565,287000
1025,20,7700,1Fam,5,882,112500
1026,20,9300,1Fam,5,1268,167500
1027,20,9520,1Fam,5,1638,293077
1028,50,9492,1Fam,5,768,105000
1029,160,1680,Twnhs,7,672,118000
1030,190,7082,2fmCon,8,686,160000
1031,75,15863,1Fam,3,824,197000
1032,60,14541,1Fam,7,1338,310000
1033,20,8125,1Fam,5,1654,230000
1034,30,6305,1Fam,7,920,119750
1035,20,11500,1Fam,3,0,84000
1036,20,12898,1Fam,5,1620,315500
1037,60,9240,1Fam,5,1055,287000
1038,160,1533,Twnhs,6,546,97000
1039,180,1477,TwnhsE,4,630,80000
1040,20,13125,1Fam,4,1134,155000
1041,60,9130,1Fam,8,800,173000
1042,120,5381,Twnhs,5,1306,196000
1043,60,11839,1Fam,5,1475,262280
1044,20,9600,1Fam,5,2524,278000
1045,20,13680,1Fam,5,0,139600
1046,60,16056,1Fam,5,1992,556581
1047,20,9245,1Fam,5,990,145000
1048,20,21750,1Fam,4,0,115000
1049,20,11100,1Fam,7,0,84900
1050,20,8993,1Fam,5,1302,176485
1051,20,11175,1Fam,5,1316,200141
1052,60,9500,1Fam,6,816,165000
1053,20,8562,1Fam,6,1216,144500
1054,60,11367,1Fam,5,1065,255000
1055,20,11361,1Fam,5,1193,180000
1056,120,7052,TwnhsE,5,1364,185850
1057,60,29959,1Fam,6,973,248000
1058,60,11308,1Fam,5,1104,335000
1059,50,11275,1Fam,7,854,220000
1060,120,4920,TwnhsE,5,1338,213500
1061,30,18000,1Fam,4,894,81000
1062,190,13600,2fmCon,5,662,90000
1063,30,6000,1Fam,6,1103,110500
1064,20,11000,1Fam,6,1154,154000
1065,60,14000,1Fam,5,1306,328000
1066,60,7837,1Fam,7,799,178000
1067,60,9760,1Fam,6,780,167900
1068,160,3964,TwnhsE,4,942,151400
1069,45,9600,1Fam,7,845,135000
1070,20,10152,1Fam,5,1048,135000
1071,60,11700,1Fam,6,727,154000
1072,50,7585,1Fam,3,810,91500
1073,60,7950,1Fam,6,690,159500
1074,20,8556,1Fam,5,1240,194000
1075,70,13125,1Fam,6,800,219500
1076,50,10800,1Fam,8,796,170000
1077,20,15870,1Fam,5,1096,138800
1078,120,4435,TwnhsE,5,848,155900
1079,20,8775,1Fam,5,990,126000
1080,20,11040,1Fam,7,1258,145000
1081,20,7500,1Fam,5,1040,133000
1082,20,8749,1Fam,5,1459,192000
1083,20,8800,1Fam,6,1251,160000
1084,60,13031,1Fam,5,691,187500
1085,85,9069,1Fam,6,936,147000
1086,160,1974,TwnhsE,5,546,83500
1087,60,10574,1Fam,5,1082,252000
1088,160,2522,Twnhs,5,970,137500
1089,120,3316,TwnhsE,5,1247,197000
1090,90,8544,Duplex,4,0,92900
1091,160,2160,Twnhs,5,600,160000
1092,50,8400,1Fam,5,1181,136500
1093,20,9230,1Fam,8,864,146000
1094,20,5868,1Fam,7,936,129000
1095,20,9317,1Fam,5,1314,176432
1096,70,6882,1Fam,7,684,127000
1097,120,3696,TwnhsE,5,1074,170000
1098,50,6000,1Fam,6,672,128000
1099,20,11880,1Fam,5,1271,157000
1100,30,8400,1Fam,5,290,60000
1101,20,9758,1Fam,5,950,119500
1102,20,7000,1Fam,7,1010,135000
1103,20,8910,1Fam,6,655,159500
1104,160,2016,TwnhsE,5,630,106000
1105,60,12256,1Fam,5,1463,325000
1106,20,10357,1Fam,5,910,179900
1107,60,23257,1Fam,5,868,274725
1108,60,8063,1Fam,5,924,181000
1109,20,11362,1Fam,5,1836,280000
1110,60,8000,1Fam,5,773,188000
1111,60,10480,1Fam,6,803,205000
1112,20,7100,1Fam,7,816,129900
1113,20,8923,1Fam,7,1008,134500
1114,20,5400,1Fam,7,833,117000
1115,20,12085,1Fam,5,1734,318000
1116,80,7750,1Fam,5,408,184100
1117,20,9764,1Fam,7,894,130000
1118,80,13825,1Fam,6,533,140000
1119,20,7560,1Fam,5,1040,133700
1120,30,8263,1Fam,5,1012,118400
1121,20,10084,1Fam,5,1552,212900
1122,20,8926,1Fam,3,672,112000
1123,20,9405,1Fam,9,698,118000
1124,80,9125,1Fam,5,384,163900
1125,20,10434,1Fam,5,1005,115000
1126,120,3684,TwnhsE,5,1373,174000
1127,20,14572,1Fam,5,1530,259000
1128,60,11796,1Fam,5,847,215000
1129,90,7200,Duplex,5,936,140000
1130,50,7804,1Fam,3,1122,135000
1131,20,10712,1Fam,5,974,93500
1132,70,9900,1Fam,4,1008,117500
1133,60,9828,1Fam,5,1128,239500
1134,60,8773,1Fam,5,916,169000
1135,30,6180,1Fam,5,960,102000
1136,50,9600,1Fam,5,1032,119000
1137,50,6342,1Fam,8,780,94000
1138,20,9819,1Fam,5,1567,196000
1139,30,8731,1Fam,5,915,144000
1140,20,7350,1Fam,7,952,139000
1141,60,10304,1Fam,7,780,197500
1142,60,9965,1Fam,5,1466,424870
1143,20,9000,1Fam,3,1006,80000
1144,190,12180,2fmCon,4,672,80000
1145,50,6240,1Fam,6,1042,149000
1146,20,11200,1Fam,5,1298,180000
1147,70,12000,1Fam,7,704,174500
1148,50,5700,1Fam,7,572,116900
1149,70,9000,1Fam,9,650,143000
1150,20,8280,1Fam,5,932,124000
1151,20,17755,1Fam,4,1466,149900
1152,20,14115,1Fam,7,1073,230000
1153,30,5890,1Fam,8,816,120500
1154,60,13700,1Fam,6,864,201800
1155,20,10768,1Fam,8,1437,218000
1156,80,9350,1Fam,8,1219,179900
1157,120,5001,Twnhs,5,1314,230000
1158,20,11932,1Fam,5,1580,235128
1159,60,9120,1Fam,6,901,185000
1160,160,2280,Twnhs,5,855,146000
1161,20,14778,1Fam,7,1296,224000
1162,20,8724,1Fam,5,894,129000
1163,90,12900,Duplex,4,1198,108959
1164,80,16157,1Fam,7,1360,194000
1165,20,9541,1Fam,5,1502,233170
1166,20,10475,1Fam,5,1694,245350
1167,60,10852,1Fam,5,959,173000
1168,70,13728,1Fam,7,1127,235000
1169,60,35760,1Fam,5,1930,625000
1170,80,9880,1Fam,6,1096,171000
1171,20,9120,1Fam,6,1261,163000
1172,160,4017,TwnhsE,5,625,171900
1173,50,18030,1Fam,6,1598,200500
1174,70,16560,1Fam,8,952,239000
1175,50,10678,1Fam,5,1683,285000
1176,20,6951,1Fam,5,876,119500
1177,50,3950,1Fam,8,818,115000
1178,50,7681,1Fam,6,731,154900
1179,20,8335,1Fam,5,0,93000
1180,60,11170,1Fam,5,1216,250000
1181,120,5587,TwnhsE,5,1600,392500
1182,60,15623,1Fam,5,2396,745000
1183,30,10800,1Fam,6,1120,120000
1184,20,35133,1Fam,4,1572,186700
1185,50,9738,1Fam,7,784,104900
1186,190,10615,2fmCon,5,978,95000
1187,20,12461,1Fam,5,1624,262000
1188,60,8935,1Fam,5,831,195000
1189,60,7500,1Fam,5,994,189000
1190,190,32463,2fmCon,4,1249,168000
1191,160,2645,Twnhs,5,776,174000
1192,50,9600,1Fam,8,702,125000
1193,120,4500,TwnhsE,5,1224,165000
1194,60,9364,1Fam,7,663,158000
1195,60,8029,1Fam,5,728,176000
1196,60,14054,1Fam,5,879,219210
1197,75,8850,1Fam,6,815,144000
1198,20,9100,1Fam,5,1212,178000
1199,20,11235,1Fam,5,1051,148000
1200,20,9353,1Fam,5,864,116050
1201,60,10400,1Fam,5,866,197900
1202,50,6000,1Fam,8,884,117000
1203,20,9750,1Fam,5,1630,213000
1204,20,10140,1Fam,6,1056,153500
1205,20,14684,1Fam,7,2158,271900
1206,20,8900,1Fam,4,1056,107000
1207,20,9135,1Fam,5,1682,200000
1208,20,7763,1Fam,7,931,140000
1209,20,10182,1Fam,5,1660,290000
1210,60,11218,1Fam,5,1055,189000
1211,50,12134,1Fam,7,559,164000
1212,30,9340,1Fam,6,672,113000
1213,80,10246,1Fam,9,648,145000
1214,85,10205,1Fam,5,925,134500
1215,20,7094,1Fam,5,894,125000
1216,90,8930,Duplex,5,0,112000
1217,20,8640,1Fam,5,1300,229456
1218,50,6240,1Fam,5,0,80500
1219,160,1680,Twnhs,5,672,91500
1220,20,7800,1Fam,5,912,115000
1221,20,8250,1Fam,5,952,134000
1222,50,10496,1Fam,6,1040,143000
1223,20,10680,1Fam,3,2136,137900
1224,60,15384,1Fam,5,788,184000
1225,80,10482,1Fam,8,588,145000
1226,60,14598,1Fam,5,894,214000
1227,20,8872,1Fam,8,912,147000
1228,120,8769,TwnhsE,5,1702,367294
1229,80,7910,1Fam,5,1075,127000
1230,90,18890,Duplex,5,1361,190000
1231,90,7728,Duplex,6,1106,132500
1232,90,9842,Duplex,5,0,101800
1233,20,12160,1Fam,5,1188,142000
1234,70,8525,1Fam,6,940,130000
1235,70,13132,1Fam,5,747,138887
1236,160,2628,Twnhs,5,764,175500
1237,60,12393,1Fam,5,847,195000
1238,20,13072,1Fam,5,1141,142500
1239,20,9037,1Fam,5,1476,265900
1240,60,8158,1Fam,5,884,224900
1241,20,9849,1Fam,6,1689,248328
1242,85,10625,1Fam,6,1053,170000
1243,20,13891,1Fam,5,2076,465000
1244,70,11435,1Fam,7,792,230000
1245,80,12090,1Fam,7,585,178000
1246,60,8125,1Fam,5,756,186500
1247,80,12328,1Fam,5,1012,169900
1248,75,9600,1Fam,5,735,129500
1249,20,7200,1Fam,7,876,119000
1250,20,11160,1Fam,5,2110,244000
1251,120,3136,TwnhsE,5,1405,171750
1252,20,9858,1Fam,6,864,130000
1253,60,17542,1Fam,7,1192,294000
1254,60,6931,1Fam,5,746,165400
1255,50,6240,1Fam,6,884,127500
1256,20,14303,1Fam,5,1986,301500
1257,30,4060,1Fam,8,864,99900
1258,80,9587,1Fam,5,856,190000
1259,20,9750,1Fam,8,1054,151000
1260,60,24682,1Fam,5,841,181000
1261,20,9600,1Fam,6,1050,128900
1262,50,11250,1Fam,5,1104,161500
1263,70,13515,1Fam,6,764,180500
1264,120,4060,TwnhsE,5,1405,181000
1265,160,3735,TwnhsE,5,691,183900
1266,190,10120,2fmCon,4,925,122000
1267,20,13214,1Fam,5,2002,378500
1268,50,14100,1Fam,9,728,381000
1269,50,11344,1Fam,5,874,144000
1270,40,23595,1Fam,6,1332,260000
1271,20,9156,1Fam,7,1489,185750
1272,20,13526,1Fam,6,935,137000
1273,80,11512,1Fam,7,1019,177000
1274,50,5362,1Fam,6,661,139000
1275,90,11345,Duplex,5,928,137000
1276,60,12936,1Fam,6,723,162000
1277,80,17871,1Fam,5,1680,197900
1278,60,9473,1Fam,5,1128,237000
1279,50,7500,1Fam,4,698,68400
1280,20,9808,1Fam,5,1573,227000
1281,20,8049,1Fam,5,1309,180000
1282,20,8800,1Fam,7,1040,150500
1283,90,9400,Duplex,5,912,139000
1284,50,9638,1Fam,7,804,169000
1285,50,6000,1Fam,6,780,132500
1286,20,9790,1Fam,5,1328,143000
1287,20,36500,1Fam,5,1624,190000
1288,120,5664,TwnhsE,5,1501,278000
1289,60,11065,1Fam,5,1085,281000
1290,80,14112,1Fam,7,1152,180500
1291,160,1680,Twnhs,7,630,119500
1292,70,6600,1Fam,4,994,107500
1293,60,10140,1Fam,5,832,162900
1294,20,8172,1Fam,7,864,115000
1295,20,8400,1Fam,5,1052,138500
1296,20,8700,1Fam,6,1120,155000
1297,180,3675,TwnhsE,5,547,140000
1298,60,63887,1Fam,5,6110,160000
1299,20,7500,1Fam,7,1246,154000
1300,60,10762,1Fam,5,978,225000
1301,70,7500,1Fam,7,771,177500
1302,60,10120,1Fam,5,1165,290000
1303,20,8688,1Fam,5,1616,232000
1304,160,3363,TwnhsE,5,976,130000
1305,20,13173,1Fam,5,1652,325000
1306,120,6955,TwnhsE,5,1368,202500
1307,20,8072,1Fam,5,990,138000
1308,20,12000,1Fam,7,924,147000
1309,20,7153,1Fam,5,1278,179200
1310,20,17500,1Fam,8,1902,335000
1311,20,8814,1Fam,5,1274,203000
1312,60,9572,1Fam,5,1453,302000
1313,60,14774,1Fam,5,1393,333168
1314,20,8190,1Fam,6,948,119000
1315,60,11075,1Fam,5,952,206900
1316,20,10226,1Fam,5,1622,295493
1317,120,4230,TwnhsE,5,1352,208900
1318,20,14781,1Fam,5,1753,275000
1319,20,10215,1Fam,5,864,111000
1320,20,8400,1Fam,3,1478,156500
1321,20,6627,1Fam,6,0,72500
1322,60,10186,1Fam,5,750,190000
1323,30,5330,1Fam,7,420,82500
1324,20,9986,1Fam,5,1795,147000
1325,30,3636,1Fam,4,796,55000
1326,30,4270,1Fam,6,544,79000
1327,20,6600,1Fam,9,816,130500
1328,50,10440,1Fam,7,1510,256000
1329,60,9084,1Fam,5,935,176500
1330,20,10000,1Fam,5,1588,227000
1331,80,10780,1Fam,5,911,132500
1332,20,8877,1Fam,6,816,100000
1333,50,7200,1Fam,6,803,125500
1334,160,2368,TwnhsE,6,765,125000
1335,20,9650,1Fam,5,1350,167900
1336,90,9246,Duplex,5,1656,135000
1337,30,4118,1Fam,4,693,52500
1338,60,13450,1Fam,5,916,200000
1339,20,9560,1Fam,7,864,128500
1340,20,8294,1Fam,5,858,123000
1341,20,13695,1Fam,5,1114,155000
1342,60,9375,1Fam,5,1284,228500
1343,50,7558,1Fam,6,896,177000
1344,60,11103,1Fam,5,728,155835
1345,30,6000,1Fam,4,960,108500
1346,20,20781,1Fam,7,1568,262500
1347,20,15306,1Fam,5,1732,283463
1348,20,16196,1Fam,5,1482,215000
1349,70,5250,1Fam,5,684,122000
1350,90,11643,Duplex,5,1248,200000
1351,60,9247,1Fam,6,858,171000
1352,50,6000,1Fam,9,698,134900
1353,50,14720,1Fam,5,2033,410000
1354,60,10316,1Fam,5,992,235000
1355,80,10192,1Fam,6,570,170000
1356,20,9477,1Fam,5,864,110000
1357,20,12537,1Fam,6,1078,149900
1358,160,2117,Twnhs,5,756,177500
1359,20,16737,1Fam,5,1980,315000
1360,70,9842,1Fam,6,612,189000
1361,20,16158,1Fam,5,1530,260000
1362,50,12513,1Fam,4,715,104900
1363,60,8499,1Fam,5,616,156932
1364,160,3180,TwnhsE,5,600,144152
1365,60,7500,1Fam,5,814,216000
1366,60,9179,1Fam,5,873,193000
1367,160,2665,TwnhsE,6,757,127000
1368,120,4435,TwnhsE,5,848,144000
1369,20,10635,1Fam,5,1657,232000
1370,50,5400,1Fam,6,840,105000
1371,80,9600,1Fam,6,992,165500
1372,60,9750,1Fam,6,1108,274300
1373,20,11400,1Fam,5,2633,466500
1374,60,10625,1Fam,5,1026,250000
1375,20,10991,1Fam,5,1571,239000
1376,30,6292,1Fam,5,768,91000
1377,50,10998,1Fam,5,984,117000
1378,160,1953,Twnhs,5,483,83000
1379,80,9735,1Fam,5,384,167500
1380,30,8212,1Fam,3,864,58500
1381,20,12925,1Fam,7,1205,237500
1382,70,7200,1Fam,7,596,157000
1383,30,25339,1Fam,7,816,112000
1384,50,9060,1Fam,5,560,105000
1385,50,5436,1Fam,8,796,125500
1386,60,16692,1Fam,5,1392,250000
1387,50,8520,1Fam,7,714,136000
1388,20,14892,1Fam,5,1746,377500
1389,50,6000,1Fam,6,735,131000
1390,20,9100,1Fam,5,1525,235000
1391,90,8944,Duplex,5,1584,124000
1392,85,7838,1Fam,5,864,123000
1393,190,10800,2fmCon,7,482,163000
